Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
Christian Nørgaard,6.0,dk DEN,CM,30-286,90,6,4,1,3,2,5,100.0,0,0,0,0,2,8,2,0,True,Brentford_Nott'hamForest_20241221
Vitaly Janelt,27.0,de GER,RM,26-225,66,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,True,Brentford_Nott'hamForest_20241221
Edmond-Paris Maghoma,32.0,eng ENG,RM,23-227,24,1,0,0,1,0,2,50.0,1,0,0,0,0,1,1,0,True,Brentford_Nott'hamForest_20241221
Keane Lewis-Potter,23.0,eng ENG,LB,23-303,90,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,1,True,Brentford_Nott'hamForest_20241221
Ben Mee,16.0,eng ENG,CB,35-091,90,1,1,0,1,0,0,,0,0,0,0,2,3,2,0,True,Brentford_Nott'hamForest_20241221
Nathan Collins,22.0,ie IRL,CB,23-235,90,1,1,1,0,0,1,100.0,0,0,0,0,2,3,5,0,True,Brentford_Nott'hamForest_20241221
Kristoffer Ajer,20.0,no NOR,RB,26-248,66,2,1,1,1,0,3,33.3,2,0,0,0,0,2,4,0,True,Brentford_Nott'hamForest_20241221
Mads Roerslev,30.0,dk DEN,RB,25-180,23,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,True,Brentford_Nott'hamForest_20241221
Yunus Emre Konak,26.0,tr TUR,RB,18-346,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Brentford_Nott'hamForest_20241221
Mark Flekken,1.0,nl NED,GK,31-191,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Brentford_Nott'hamForest_20241221
Chris Wood,11.0,nz NZL,FW,33-014,89,0,0,0,0,0,0,,0,2,1,1,0,0,3,0,False,Brentford_Nott'hamForest_20241221
Taiwo Awoniyi,9.0,ng NGA,FW,27-131,1,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,False,Brentford_Nott'hamForest_20241221
Callum Hudson-Odoi,14.0,eng ENG,AM,24-044,90,0,0,0,0,0,1,0.0,1,0,0,0,3,3,0,0,False,Brentford_Nott'hamForest_20241221
Anthony Elanga,21.0,se SWE,AM,22-238,63,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,False,Brentford_Nott'hamForest_20241221
Ryan Yates,22.0,eng ENG,"AM,CM",27-030,27,2,1,2,0,0,2,50.0,1,1,0,1,3,5,1,0,False,Brentford_Nott'hamForest_20241221
Elliot Anderson,8.0,eng ENG,CM,22-045,63,2,2,2,0,0,4,50.0,2,1,0,1,0,2,3,0,False,Brentford_Nott'hamForest_20241221
Nicolás Domínguez,16.0,ar ARG,CM,26-176,27,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Brentford_Nott'hamForest_20241221
Morgan Gibbs-White,10.0,eng ENG,CM,24-329,74,8,4,6,1,1,5,80.0,1,0,0,0,1,9,2,0,False,Brentford_Nott'hamForest_20241221
Jota Silva,20.0,pt POR,"CM,AM",25-142,16,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,Brentford_Nott'hamForest_20241221
Neco Williams,7.0,wls WAL,WB,23-252,89,1,0,1,0,0,3,33.3,2,0,0,0,0,1,6,0,False,Brentford_Nott'hamForest_20241221
Harry Toffolo,15.0,eng ENG,WB,29-124,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,Brentford_Nott'hamForest_20241221
Ola Aina,34.0,ng NGA,WB,28-074,90,2,1,1,1,0,3,0.0,3,1,0,1,3,5,6,0,False,Brentford_Nott'hamForest_20241221
Morato,4.0,br BRA,CB,23-174,90,2,1,1,1,0,0,,0,2,0,2,1,3,6,2,False,Brentford_Nott'hamForest_20241221
Murillo,5.0,br BRA,CB,22-170,90,1,0,1,0,0,1,100.0,0,2,1,1,3,4,9,0,False,Brentford_Nott'hamForest_20241221
Nikola Milenković,31.0,rs SRB,CB,27-070,90,1,0,0,1,0,0,,0,3,0,3,2,3,11,0,False,Brentford_Nott'hamForest_20241221
Matz Sels,26.0,be BEL,GK,32-299,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Brentford_Nott'hamForest_20241221
Niclas Füllkrug,11.0,de GER,FW,31-316,55,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,WestHam_Brighton_20241221
Crysencio Summerville,7.0,nl NED,LM,23-052,35,2,1,0,2,0,1,0.0,1,0,0,0,0,2,1,0,True,WestHam_Brighton_20241221
Mohammed Kudus,14.0,gh GHA,"LM,RM",24-141,90,4,3,1,3,0,1,100.0,0,1,0,1,0,4,0,0,True,WestHam_Brighton_20241221
Tomáš Souček,28.0,cz CZE,CM,29-298,90,2,1,2,0,0,2,50.0,1,1,0,1,0,2,2,0,True,WestHam_Brighton_20241221
Lucas Paquetá,10.0,br BRA,CM,27-116,70,5,1,3,2,0,3,66.7,1,1,0,1,0,5,1,0,True,WestHam_Brighton_20241221
Oliver Scarles,57.0,eng ENG,"LB,RB",19-009,20,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,WestHam_Brighton_20241221
Jarrod Bowen,20.0,eng ENG,"RM,FW",28-001,90,3,3,0,1,2,2,50.0,1,0,0,0,1,4,1,0,True,WestHam_Brighton_20241221
Edson Álvarez,19.0,mx MEX,"DM,CM",27-058,89,2,0,2,0,0,3,66.7,1,1,1,0,1,3,7,0,True,WestHam_Brighton_20241221
Guido Rodríguez,24.0,ar ARG,CM,30-253,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,WestHam_Brighton_20241221
Emerson Palmieri,33.0,it ITA,LB,30-140,70,1,1,1,0,0,1,0.0,1,0,0,0,0,1,5,0,True,WestHam_Brighton_20241221
Vladimír Coufal,5.0,cz CZE,CB,32-121,20,0,0,0,0,0,2,0.0,2,2,1,1,0,0,2,0,True,WestHam_Brighton_20241221
Max Kilman,26.0,eng ENG,CB,27-212,90,0,0,0,0,0,0,,0,0,0,0,3,3,3,0,True,WestHam_Brighton_20241221
Konstantinos Mavropanos,15.0,gr GRE,CB,27-010,45,3,2,3,0,0,3,100.0,0,0,0,0,0,3,1,0,True,WestHam_Brighton_20241221
Jean-Clair Todibo,25.0,fr FRA,CB,24-357,45,1,1,1,0,0,2,50.0,1,1,1,0,0,1,3,0,True,WestHam_Brighton_20241221
Aaron Wan-Bissaka,29.0,cd COD,"RB,LB",27-025,90,3,2,2,1,0,1,100.0,0,1,1,0,2,5,4,0,True,WestHam_Brighton_20241221
Łukasz Fabiański,1.0,pl POL,GK,39-247,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,WestHam_Brighton_20241221
Georginio Rutter,14.0,fr FRA,FW,22-245,67,1,0,1,0,0,2,50.0,1,0,0,0,0,1,0,0,False,WestHam_Brighton_20241221
Julio Enciso,10.0,py PAR,"AM,LW",20-333,23,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,False,WestHam_Brighton_20241221
Kaoru Mitoma,22.0,jp JPN,LW,27-215,84,2,2,2,0,0,3,66.7,1,2,0,2,1,3,0,0,False,WestHam_Brighton_20241221
Evan Ferguson,28.0,ie IRL,FW,20-063,6,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,WestHam_Brighton_20241221
Brajan Gruda,8.0,de GER,RW,20-204,67,3,0,0,1,2,2,50.0,1,3,0,3,0,3,0,0,False,WestHam_Brighton_20241221
Yankuba Minteh,17.0,gm GAM,RW,20-152,23,1,0,0,0,1,1,100.0,0,0,0,0,0,1,0,0,False,WestHam_Brighton_20241221
João Pedro,9.0,br BRA,"AM,FW",23-086,90,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,False,WestHam_Brighton_20241221
Mats Wieffer,27.0,nl NED,DM,25-035,55,1,1,0,1,0,1,100.0,0,0,0,0,2,3,0,0,False,WestHam_Brighton_20241221
Yasin Ayari,26.0,se SWE,DM,21-076,35,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,WestHam_Brighton_20241221
Carlos Baleba,20.0,cm CMR,DM,20-353,90,3,1,0,3,0,2,100.0,0,1,1,0,1,4,1,0,False,WestHam_Brighton_20241221
Pervis Estupiñán,30.0,ec ECU,LB,26-335,90,1,1,0,0,1,2,50.0,1,0,0,0,2,3,1,0,False,WestHam_Brighton_20241221
Lewis Dunk,5.0,eng ENG,CB,33-030,90,1,1,1,0,0,0,,0,2,2,0,1,2,5,0,False,WestHam_Brighton_20241221
Jan Paul van Hecke,29.0,nl NED,CB,24-196,90,0,0,0,0,0,1,0.0,1,1,1,0,0,0,8,1,False,WestHam_Brighton_20241221
Joël Veltman,34.0,nl NED,RB,32-341,67,5,4,3,2,0,4,100.0,0,0,0,0,0,5,4,0,False,WestHam_Brighton_20241221
Tariq Lamptey,2.0,gh GHA,RB,24-082,23,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,False,WestHam_Brighton_20241221
Bart Verbruggen,1.0,nl NED,GK,22-125,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,WestHam_Brighton_20241221
Jean-Philippe Mateta,14.0,fr FRA,FW,27-176,80,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,CrystalPalace_Arsenal_20241221
Jeffrey Schlupp,15.0,gh GHA,AM,31-364,10,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,CrystalPalace_Arsenal_20241221
Daichi Kamada,18.0,jp JPN,AM,28-138,60,2,1,0,2,0,3,33.3,2,0,0,0,0,2,0,0,True,CrystalPalace_Arsenal_20241221
Eddie Nketiah,9.0,eng ENG,"AM,FW",25-205,30,1,0,0,0,1,1,100.0,0,0,0,0,0,1,0,0,True,CrystalPalace_Arsenal_20241221
Ismaila Sarr,7.0,sn SEN,AM,26-300,90,3,1,3,0,0,0,,0,0,0,0,0,3,1,0,True,CrystalPalace_Arsenal_20241221
Jefferson Lerma,8.0,co COL,CM,30-057,67,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,True,CrystalPalace_Arsenal_20241221
Cheick Doucouré,28.0,ml MLI,CM,24-348,23,1,0,0,0,1,2,50.0,1,0,0,0,1,2,1,0,True,CrystalPalace_Arsenal_20241221
Will Hughes,19.0,eng ENG,CM,29-248,68,1,1,1,0,0,2,50.0,1,2,1,1,0,1,1,0,True,CrystalPalace_Arsenal_20241221
Justin Devenny,55.0,nir NIR,CM,21-071,22,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,True,CrystalPalace_Arsenal_20241221
Tyrick Mitchell,3.0,eng ENG,WB,25-111,90,4,2,3,1,0,2,0.0,2,1,1,0,0,4,2,0,True,CrystalPalace_Arsenal_20241221
Nathaniel Clyne,17.0,eng ENG,WB,33-260,80,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,True,CrystalPalace_Arsenal_20241221
Caleb Kporha,58.0,eng ENG,WB,18-159,10,2,1,2,0,0,2,100.0,0,0,0,0,0,2,1,0,True,CrystalPalace_Arsenal_20241221
Marc Guéhi,6.0,eng ENG,CB,24-161,90,6,2,4,1,1,4,100.0,0,2,0,2,0,6,4,0,True,CrystalPalace_Arsenal_20241221
Maxence Lacroix,5.0,fr FRA,CB,24-259,90,3,2,3,0,0,2,100.0,0,0,0,0,2,5,5,0,True,CrystalPalace_Arsenal_20241221
Chris Richards,26.0,us USA,CB,24-268,90,1,0,1,0,0,2,50.0,1,5,1,4,0,1,6,0,True,CrystalPalace_Arsenal_20241221
Dean Henderson,1.0,eng ENG,GK,27-284,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,CrystalPalace_Arsenal_20241221
Gabriel Jesus,9.0,br BRA,FW,27-262,85,1,1,0,1,0,0,,0,2,0,2,1,2,3,0,False,CrystalPalace_Arsenal_20241221
Ethan Nwaneri,53.0,eng ENG,RW,17-275,5,1,1,0,0,1,0,,0,0,0,0,0,1,0,0,False,CrystalPalace_Arsenal_20241221
Gabriel Martinelli,11.0,br BRA,"RW,LW,FW",23-186,90,2,2,1,1,0,2,0.0,2,0,0,0,0,2,0,0,False,CrystalPalace_Arsenal_20241221
Bukayo Saka,7.0,eng ENG,RW,23-107,23,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,CrystalPalace_Arsenal_20241221
Leandro Trossard,19.0,be BEL,LW,30-017,67,1,0,1,0,0,0,,0,1,0,1,1,2,2,0,False,CrystalPalace_Arsenal_20241221
Kai Havertz,29.0,de GER,LM,25-193,57,1,1,0,1,0,0,,0,0,0,0,1,2,3,0,False,CrystalPalace_Arsenal_20241221
Declan Rice,41.0,eng ENG,"LM,CM",25-342,33,1,0,1,0,0,0,,0,2,1,1,0,1,1,0,False,CrystalPalace_Arsenal_20241221
Thomas Partey,5.0,gh GHA,"CM,RB",31-191,90,1,0,0,1,0,0,,0,1,0,1,3,4,0,0,False,CrystalPalace_Arsenal_20241221
Martin Ødegaard,8.0,no NOR,RM,26-004,90,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,False,CrystalPalace_Arsenal_20241221
Myles Lewis-Skelly,49.0,eng ENG,LB,18-086,57,2,1,0,2,0,1,100.0,0,0,0,0,0,2,0,0,False,CrystalPalace_Arsenal_20241221
Riccardo Calafiori,33.0,it ITA,LB,22-216,33,3,3,1,2,0,2,100.0,0,1,1,0,1,4,1,0,False,CrystalPalace_Arsenal_20241221
Gabriel Magalhães,6.0,br BRA,CB,27-002,90,0,0,0,0,0,0,,0,2,1,1,1,1,1,1,False,CrystalPalace_Arsenal_20241221
William Saliba,2.0,fr FRA,CB,23-272,90,0,0,0,0,0,0,,0,0,0,0,1,1,4,1,False,CrystalPalace_Arsenal_20241221
Jurriën Timber,12.0,nl NED,RB,23-187,85,1,1,0,1,0,0,,0,1,0,1,2,3,1,0,False,CrystalPalace_Arsenal_20241221
Mikel Merino,23.0,es ESP,LM,28-182,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,CrystalPalace_Arsenal_20241221
David Raya,22.0,es ESP,GK,29-097,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,False,CrystalPalace_Arsenal_20241221
Joshua Zirkzee,11.0,nl NED,FW,23-214,54,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterUtd_Bournemouth_20241222
Rasmus Højlund,9.0,dk DEN,FW,21-322,36,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,True,ManchesterUtd_Bournemouth_20241222
Bruno Fernandes,8.0,pt POR,"AM,CM",30-105,90,3,2,0,3,0,2,50.0,1,0,0,0,1,4,0,0,True,ManchesterUtd_Bournemouth_20241222
Amad Diallo,16.0,ci CIV,AM,22-164,90,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,True,ManchesterUtd_Bournemouth_20241222
Kobbie Mainoo,37.0,eng ENG,CM,19-247,90,1,1,0,0,1,0,,0,2,0,2,0,1,0,0,True,ManchesterUtd_Bournemouth_20241222
Manuel Ugarte,25.0,uy URU,CM,23-255,54,2,2,0,2,0,2,50.0,1,1,0,1,2,4,0,0,True,ManchesterUtd_Bournemouth_20241222
Alejandro Garnacho,17.0,ar ARG,AM,20-174,36,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,ManchesterUtd_Bournemouth_20241222
Tyrell Malacia,12.0,nl NED,WB,25-127,45,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,True,ManchesterUtd_Bournemouth_20241222
Leny Yoro,15.0,fr FRA,CB,19-039,45,2,0,2,0,0,1,100.0,0,0,0,0,0,2,1,0,True,ManchesterUtd_Bournemouth_20241222
Diogo Dalot,20.0,pt POR,WB,25-279,90,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0,True,ManchesterUtd_Bournemouth_20241222
Lisandro Martínez,6.0,ar ARG,CB,26-339,90,6,3,3,3,0,3,100.0,0,2,1,1,0,6,4,0,True,ManchesterUtd_Bournemouth_20241222
Harry Maguire,5.0,eng ENG,CB,31-292,90,1,1,0,1,0,1,0.0,1,0,0,0,0,1,1,0,True,ManchesterUtd_Bournemouth_20241222
Noussair Mazraoui,3.0,ma MAR,"WB,CB",27-038,90,2,2,2,0,0,3,66.7,1,2,0,2,0,2,2,0,True,ManchesterUtd_Bournemouth_20241222
André Onana,24.0,cm CMR,GK,28-264,90,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,True,ManchesterUtd_Bournemouth_20241222
Evanilson,9.0,br BRA,FW,25-077,70,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,False,ManchesterUtd_Bournemouth_20241222
Enes Ünal,26.0,tr TUR,FW,27-226,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,ManchesterUtd_Bournemouth_20241222
Dango Ouattara,11.0,bf BFA,LW,22-315,90,4,3,4,0,0,4,50.0,2,2,1,1,1,5,3,0,False,ManchesterUtd_Bournemouth_20241222
Antoine Semenyo,24.0,gh GHA,RW,24-350,88,2,2,1,1,0,1,0.0,1,6,0,6,0,2,1,0,False,ManchesterUtd_Bournemouth_20241222
David Brooks,7.0,wls WAL,RW,27-167,2,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,ManchesterUtd_Bournemouth_20241222
Justin Kluivert,19.0,nl NED,AM,25-231,77,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,False,ManchesterUtd_Bournemouth_20241222
Philip Billing,29.0,dk DEN,AM,28-194,13,1,0,1,0,0,1,100.0,0,0,0,0,1,2,1,0,False,ManchesterUtd_Bournemouth_20241222
Ryan Christie,10.0,sct SCO,DM,29-304,90,5,4,2,1,2,4,100.0,0,1,1,0,1,6,3,0,False,ManchesterUtd_Bournemouth_20241222
Tyler Adams,12.0,us USA,DM,25-312,88,5,4,4,0,1,4,75.0,1,0,0,0,3,8,2,0,False,ManchesterUtd_Bournemouth_20241222
James Hill,23.0,eng ENG,DM,22-347,2,1,0,1,0,0,1,0.0,1,0,0,0,1,2,1,0,False,ManchesterUtd_Bournemouth_20241222
Milos Kerkez,3.0,hu HUN,LB,21-045,90,1,1,1,0,0,1,100.0,0,0,0,0,1,2,5,0,False,ManchesterUtd_Bournemouth_20241222
Dean Huijsen,2.0,es ESP,CB,19-252,90,2,2,0,1,1,1,100.0,0,3,3,0,2,4,6,1,False,ManchesterUtd_Bournemouth_20241222
Illia Zabarnyi,27.0,ua UKR,CB,22-112,90,3,1,2,1,0,3,100.0,0,1,1,0,1,4,6,0,False,ManchesterUtd_Bournemouth_20241222
Adam Smith,15.0,eng ENG,RB,33-237,45,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,1,False,ManchesterUtd_Bournemouth_20241222
Lewis Cook,4.0,eng ENG,RB,27-323,45,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,False,ManchesterUtd_Bournemouth_20241222
Kepa Arrizabalaga,13.0,es ESP,GK,30-080,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,ManchesterUtd_Bournemouth_20241222
Jamie Vardy,9.0,eng ENG,FW,37-346,90,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,LeicesterCity_Wolves_20241222
Stephy Mavididi,10.0,eng ENG,LW,26-205,90,4,2,2,2,0,2,100.0,0,1,0,1,0,4,0,0,True,LeicesterCity_Wolves_20241222
Jordan Ayew,18.0,gh GHA,"RW,AM",33-102,83,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,True,LeicesterCity_Wolves_20241222
Facundo Buonanotte,40.0,ar ARG,AM,19-365,7,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,True,LeicesterCity_Wolves_20241222
Bilal El Khannouss,11.0,ma MAR,AM,20-226,53,1,0,0,1,0,0,,0,2,0,2,0,1,0,0,True,LeicesterCity_Wolves_20241222
Bobby De Cordova-Reid,14.0,jm JAM,RW,31-324,37,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,True,LeicesterCity_Wolves_20241222
Boubakary Soumaré,24.0,fr FRA,DM,25-299,90,1,1,1,0,0,1,100.0,0,2,0,2,1,2,0,0,True,LeicesterCity_Wolves_20241222
Oliver Skipp,22.0,eng ENG,DM,24-097,45,2,0,0,2,0,0,,0,0,0,0,0,2,0,0,True,LeicesterCity_Wolves_20241222
Harry Winks,8.0,eng ENG,DM,28-324,45,2,1,0,2,0,2,100.0,0,0,0,0,0,2,0,0,True,LeicesterCity_Wolves_20241222
Victor Bernth Kristiansen,16.0,dk DEN,LB,22-006,90,1,1,0,1,0,0,,0,1,0,1,2,3,0,0,True,LeicesterCity_Wolves_20241222
Jannik Vestergaard,23.0,dk DEN,CB,32-141,45,0,0,0,0,0,0,,0,2,0,2,1,1,2,0,True,LeicesterCity_Wolves_20241222
Wout Faes,3.0,be BEL,CB,26-263,45,3,0,1,2,0,1,100.0,0,0,0,0,0,3,0,0,True,LeicesterCity_Wolves_20241222
Conor Coady,4.0,eng ENG,CB,31-301,90,1,1,0,1,0,1,100.0,0,1,1,0,3,4,2,0,True,LeicesterCity_Wolves_20241222
James Justin,2.0,eng ENG,RB,26-303,53,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,True,LeicesterCity_Wolves_20241222
Hamza Choudhury,17.0,bd BAN,RB,27-082,37,1,1,1,0,0,2,50.0,1,1,0,1,2,3,0,0,True,LeicesterCity_Wolves_20241222
Danny Ward,1.0,wls WAL,GK,31-183,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_Wolves_20241222
Jørgen Strand Larsen,9.0,no NOR,FW,24-320,83,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,False,LeicesterCity_Wolves_20241222
Tommy Doyle,20.0,eng ENG,"AM,CM",23-066,7,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,LeicesterCity_Wolves_20241222
Matheus Cunha,10.0,br BRA,"AM,FW,WB",25-209,90,2,1,0,2,0,3,66.7,1,1,0,1,1,3,2,0,False,LeicesterCity_Wolves_20241222
Gonçalo Guedes,29.0,pt POR,AM,28-023,73,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,False,LeicesterCity_Wolves_20241222
Hwang Hee-chan,11.0,kr KOR,"AM,FW",28-331,17,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_Wolves_20241222
João Gomes,8.0,br BRA,CM,23-314,88,3,1,0,3,0,5,40.0,3,0,0,0,1,4,2,0,False,LeicesterCity_Wolves_20241222
Jean-Ricner Bellegarde,27.0,ht HAI,AM,26-178,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_Wolves_20241222
André,7.0,br BRA,CM,23-159,90,3,2,2,1,0,3,66.7,1,0,0,0,0,3,4,0,False,LeicesterCity_Wolves_20241222
Rodrigo Gomes,19.0,pt POR,WB,21-168,83,2,2,2,0,0,2,50.0,1,1,0,1,2,4,3,0,False,LeicesterCity_Wolves_20241222
Craig Dawson,15.0,eng ENG,"CB,WB",34-230,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_Wolves_20241222
Nélson Semedo,22.0,pt POR,WB,31-036,88,2,1,0,0,2,2,50.0,1,2,0,2,0,2,2,0,False,LeicesterCity_Wolves_20241222
Carlos Forbs,26.0,pt POR,AM,20-278,2,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,LeicesterCity_Wolves_20241222
Toti Gomes,24.0,pt POR,CB,25-341,90,4,3,4,0,0,3,100.0,0,2,1,1,0,4,4,1,False,LeicesterCity_Wolves_20241222
Santiago Bueno,4.0,uy URU,CB,26-043,90,1,1,1,0,0,1,100.0,0,2,2,0,0,1,1,0,False,LeicesterCity_Wolves_20241222
Matt Doherty,2.0,ie IRL,"CB,WB",32-341,90,1,0,0,1,0,0,,0,0,0,0,1,2,2,0,False,LeicesterCity_Wolves_20241222
José Sá,1.0,pt POR,GK,31-340,90,1,1,1,0,0,1,100.0,0,0,0,0,0,1,1,0,False,LeicesterCity_Wolves_20241222
Dominic Calvert-Lewin,9.0,eng ENG,FW,27-281,72,0,0,0,0,0,0,,0,1,1,0,1,1,1,0,True,Everton_Chelsea_20241222
Beto,14.0,gw GNB,FW,26-326,18,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,True,Everton_Chelsea_20241222
Iliman Ndiaye,10.0,sn SEN,LW,24-291,90,2,0,1,1,0,2,100.0,0,1,1,0,0,2,3,0,True,Everton_Chelsea_20241222
Jack Harrison,11.0,eng ENG,RW,28-032,72,3,3,3,0,0,4,75.0,1,0,0,0,0,3,3,0,True,Everton_Chelsea_20241222
Jesper Lindstrøm,29.0,dk DEN,RW,24-297,18,2,1,2,0,0,5,40.0,3,0,0,0,0,2,2,0,True,Everton_Chelsea_20241222
Abdoulaye Doucouré,16.0,ml MLI,LM,31-356,90,4,2,1,2,1,3,33.3,2,2,0,2,0,4,1,0,True,Everton_Chelsea_20241222
Idrissa Gana Gueye,27.0,sn SEN,CM,35-087,90,2,1,0,2,0,5,40.0,3,0,0,0,1,3,0,0,True,Everton_Chelsea_20241222
Orel Mangala,8.0,be BEL,RM,26-279,90,1,0,0,0,1,0,,0,1,0,1,1,2,1,0,True,Everton_Chelsea_20241222
Vitaliy Mykolenko,19.0,ua UKR,LB,25-207,90,5,1,2,3,0,6,50.0,3,2,1,1,3,8,6,0,True,Everton_Chelsea_20241222
Jarrad Branthwaite,32.0,eng ENG,CB,22-178,90,4,0,4,0,0,2,100.0,0,1,1,0,0,4,2,0,True,Everton_Chelsea_20241222
James Tarkowski,6.0,eng ENG,CB,32-033,90,2,1,2,0,0,2,50.0,1,1,1,0,2,4,1,0,True,Everton_Chelsea_20241222
Ashley Young,18.0,eng ENG,RB,39-166,72,4,2,2,2,0,5,20.0,4,0,0,0,2,6,3,0,True,Everton_Chelsea_20241222
Séamus Coleman,23.0,ie IRL,RB,36-072,18,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Everton_Chelsea_20241222
Jordan Pickford,1.0,eng ENG,GK,30-290,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Everton_Chelsea_20241222
Nicolas Jackson,15.0,sn SEN,FW,23-185,75,1,1,0,0,1,0,,0,0,0,0,0,1,0,0,False,Everton_Chelsea_20241222
Christopher Nkunku,18.0,fr FRA,FW,27-038,15,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Everton_Chelsea_20241222
Jadon Sancho,19.0,eng ENG,LW,24-272,90,3,2,0,1,2,1,100.0,0,1,0,1,0,3,0,0,False,Everton_Chelsea_20241222
Pedro Neto,7.0,pt POR,RW,24-288,75,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,Everton_Chelsea_20241222
Noni Madueke,11.0,eng ENG,RW,22-287,15,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Everton_Chelsea_20241222
Cole Palmer,20.0,eng ENG,AM,22-230,90,1,0,0,0,1,0,,0,1,0,1,0,1,0,0,False,Everton_Chelsea_20241222
Enzo Fernández,8.0,ar ARG,DM,23-340,90,3,1,1,2,0,4,75.0,1,0,0,0,0,3,0,0,False,Everton_Chelsea_20241222
Moisés Caicedo,25.0,ec ECU,DM,23-050,90,5,1,3,2,0,1,100.0,0,0,0,0,1,6,3,0,False,Everton_Chelsea_20241222
Malo Gusto,27.0,fr FRA,LB,21-217,90,2,2,0,1,1,2,50.0,1,1,0,1,0,2,1,1,False,Everton_Chelsea_20241222
Levi Colwill,6.0,eng ENG,CB,21-300,90,1,1,1,0,0,1,0.0,1,0,0,0,0,1,1,0,False,Everton_Chelsea_20241222
Tosin Adarabioyo,4.0,eng ENG,CB,27-089,90,3,3,2,1,0,2,100.0,0,1,1,0,0,3,5,0,False,Everton_Chelsea_20241222
